Reference, Value, Footprint, Datasheet, manf#, Digikey, Field4, Field5, Field6, Field7, Field8, Field9, Field10, Field11
"R24","10k","k3jr_controller_libs:r_0805",""
"R25","10k","k3jr_controller_libs:r_0805",""
"U129","ESP-wroom-32","k3jr_controller_libs:esp_wroom_32","","mfr_pn","","","","","","","","",""
"S5","SW-DEC","k3jr_controller_libs:SW_SMD",""
"S6","SW-MODE","k3jr_controller_libs:SW_SMD",""
"R10","10k","k3jr_controller_libs:r_0805",""
"R11","10k","k3jr_controller_libs:r_0805",""
"S1","SW-ENTER","k3jr_controller_libs:SW_SMD",""
"S2","SW-INC","k3jr_controller_libs:SW_SMD",""
"C27","100uF/6V3","k3jr_controller_libs:c_2917",""
"C28","1uF/10V","k3jr_controller_libs:c_0805",""
"G1","LOGO_WL","k3jr_controller_libs:Logo-WL3","","Value","","","","","","","","",""
"G3","OSHW","k3jr_controller_libs:OSHW_6mm","","Value","","","","","","","","",""
"G2","KiCad","k3jr_controller_libs:KiCad-Logo2_6mm_SilkScreen","","Value","","","","","","","","",""
"J20","SPI","k3jr_controller_libs:Header_ISP",""
"J17","MISO","k3jr_controller_libs:BreakOutPad",""
"J19","SCK","k3jr_controller_libs:BreakOutPad","","mfr_pn","","","","","","","","",""
"J22","RST","k3jr_controller_libs:BreakOutPad","","mfr_pn","","","","","","","","",""
"J23","GND","k3jr_controller_libs:BreakOutPad","","mfr_pn","","","","","","","","",""
"J21","MOSI","k3jr_controller_libs:BreakOutPad","","mfr_pn","","","","","","","","",""
"J18","3V3","k3jr_controller_libs:BreakOutPad","","mfr_pn","","","","","","","","",""
"J24","I2C_ext1","k3jr_controller_libs:Header_4x1",""
"J25","I2C_ext2","k3jr_controller_libs:Header_4x1",""
"C29","100nF","k3jr_controller_libs:c_0805",""
"C31","100nF","k3jr_controller_libs:c_0805",""
"C30","100nF","k3jr_controller_libs:c_0805",""
"HB45","mtg_hole_3mm_small","k3jr_controller_libs:MountingHole_3.2mm_M3","","Value","","","","","","","","",""
"HB46","mtg_hole_3mm_small","k3jr_controller_libs:MountingHole_3.2mm_M3","","Value","","","","","","","","",""
"HB47","mtg_hole_3mm","k3jr_controller_libs:MountingHole_3.2mm_M3_Pad_Via","","Value","","","","","","","","",""
"HB48","mtg_hole_3mm","k3jr_controller_libs:MountingHole_3.2mm_M3_Pad_Via","","Value","","","","","","","","",""
"J1","CLK_IN","k3jr_controller_libs:1pin",""
"J2","DAT_IN","k3jr_controller_libs:1pin",""
"J3","LDR1","k3jr_controller_libs:1pin",""
"J4","LDR2","k3jr_controller_libs:1pin",""
"J5","LDR3","k3jr_controller_libs:1pin",""
"J6","LDR4","k3jr_controller_libs:1pin",""
"J7","5V","k3jr_controller_libs:1pin",""
"J8","GND","k3jr_controller_libs:1pin",""
"G5","KiCad","k3jr_controller_libs:KiCad-Logo2_6mm_SilkScreen","","Value","","","","","","","","",""
"G6","OSHW","k3jr_controller_libs:OSHW_6mm","","Value","","","","","","","","",""
"G4","LOGO_WL","k3jr_controller_libs:Logo-WL3","","Value","","","","","","","","",""
"R8","4K7","k3jr_controller_libs:r_0805",""
"R6","10k","k3jr_controller_libs:r_0805",""
"R7","10k","k3jr_controller_libs:r_0805",""
"U130","DS3231N","k3jr_controller_libs:DS3231",""
"R9","4K7","k3jr_controller_libs:r_0805",""
"BT1","Batt_RTC","k3jr_controller_libs:CR2032_SMD2","","","BU2032SM-HD-GCT-ND ","","","","","","","",""
"C22","100nF","k3jr_controller_libs:c_0805",""
"TP1","~RST","k3jr_controller_libs:BreakOutPad",""
"TP2","SQR","k3jr_controller_libs:BreakOutPad",""
"TP3","32kHz","k3jr_controller_libs:BreakOutPad",""
"R4","1k","k3jr_controller_libs:r_0805",""
"U131","1117-33","k3jr_controller_libs:SOT-223-3_TabPin2","http://www.diodes.com/datasheets/AP1117.pdf","mfr_pn","","","","","","","","",""
"JP1","LED_PWR_EN","k3jr_controller_libs:R_0402",""
"C17","10uF/25V","k3jr_controller_libs:c_2917",""
"C18","22uF/25V","k3jr_controller_libs:c_2917",""
"D2","LED_PWR","k3jr_controller_libs:LED-0805","","","","LED SS 5MM 625NM RED DIFF","2V, 10mA","Round with Domed Top, 5mm, T-1 3/4","Kingbright Corp","WP7113ID","Digikey","754-1264-ND","http://www.digikey.com/product-detail/en/WP7113ID/754-1264-ND/1747663"
"U132","CP2102N-A01-GQFN28","k3jr_controller_libs:QFN-28-1EP_5x5mm_Pitch0.5mm","http://www.silabs.com/support%20documents/technicaldocs/cp2102n-datasheet.pdf","Value","","","","","","","","",""
"P1","USB_micro","k3jr_controller_libs:USB_Micro-B_Molex-105017-0001_round",""
"D3","VESD05A1B","k3jr_controller_libs:D_LLP1006-2L",""
"D4","VESD05A1B","k3jr_controller_libs:D_LLP1006-2L",""
"D1","1N5819","k3jr_controller_libs:D_SOD-123",""
"C23","10uF/25V","k3jr_controller_libs:c_2917",""
"C24","100nF","k3jr_controller_libs:c_0805","","Value","","","","","","","","",""
"C25","10uF/25V","k3jr_controller_libs:c_2917",""
"C26","100nF","k3jr_controller_libs:c_0805","","Value","","","","","","","","",""
"R22","470R","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"R21","0R","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"R23","0R","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"R20","0R NC","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"R19","0R NC","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"R3","10k","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"C19","1nF","k3jr_controller_libs:c_0805","","Value","","","","","","","","",""
"R16","470R","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"C20","1nF","k3jr_controller_libs:c_0805","","Value","","","","","","","","",""
"S3","EN","k3jr_controller_libs:SW_SMD","","Value","","","","","","","","",""
"R18","470R","k3jr_controller_libs:r_0805","","Value","","","","","","","","",""
"C21","1nF","k3jr_controller_libs:c_0805","","Value","","","","","","","","",""
"S4","BOOT","k3jr_controller_libs:SW_SMD","","Value","","","","","","","","",""
"Q1","DDC114TU","k3jr_controller_libs:SOT-363_SC-70-6","https://www.diodes.com/assets/Datasheets/ds30345.pdf"
